Supplier_ID,Category,Order_Value_INR,Defect_Rate_Pct,Delay_Rate_Pct,Lead_Time_Days,Weather_Condition,Carrier_Type,Risk_Score,Risk_Level
SUPP_001,Electronics,4315585.11,0.53,14.95,14,Storm,Air,42,Medium
SUPP_033,Textiles,1229101.1,4.4,12.54,28,Rain,Rail,11,Low
SUPP_024,Machinery,9932887.4,0.77,23.07,50,Snow,Air,62,Medium
SUPP_023,Electronics,3954958.95,11.34,27.63,50,Snow,Road,96,High
SUPP_019,Machinery,5792369.73,5.42,23.84,53,Clear,Road,64,Medium
SUPP_047,Raw Materials,5759720.48,6.29,25.57,2,Storm,Sea,77,High
SUPP_022,Machinery,9745003.77,0.51,25.35,42,Rain,Rail,48,Medium
SUPP_023,Machinery,2325509.37,14.35,5.3,57,Clear,Rail,42,Medium
SUPP_047,Machinery,2287657.66,6.53,21.86,57,Storm,Road,93,High
SUPP_020,Electronics,4303643.22,4.96,25.35,46,Clear,Road,41,Medium
SUPP_022,Electronics,8946238.31,14.2,26.88,22,Rain,Air,63,Medium
SUPP_034,Raw Materials,7814636.75,7.2,15.43,53,Rain,Sea,57,Medium
SUPP_036,Machinery,5931746.52,2.87,10.62,40,Snow,Air,43,Medium
SUPP_026,Raw Materials,2110404.3,1.16,3.0,16,Rain,Rail,2,Low
SUPP_026,Electronics,5093858.36,6.2,24.52,41,Rain,Rail,53,Medium
SUPP_038,Machinery,6951499.67,11.59,19.98,4,Snow,Road,61,Medium
SUPP_046,Raw Materials,8765036.68,8.13,9.19,24,Rain,Sea,32,Low
SUPP_049,Electronics,423832.35,2.01,23.2,58,Clear,Air,54,Medium
SUPP_024,Packaging,660243.01,5.5,21.97,41,Rain,Rail,56,Medium
SUPP_008,Packaging,2075604.86,0.25,13.69,52,Snow,Sea,76,High
SUPP_039,Machinery,7306980.7,14.51,7.5,37,Snow,Road,64,Medium
SUPP_023,Packaging,4188641.85,11.41,18.68,31,Snow,Air,59,Medium
SUPP_044,Packaging,7140582.26,12.27,6.27,49,Clear,Air,44,Medium
SUPP_021,Electronics,8076600.52,14.77,22.87,22,Rain,Sea,81,High
SUPP_008,Raw Materials,5926846.45,9.95,3.28,32,Storm,Air,39,Medium
SUPP_033,Machinery,7107742.24,2.59,23.64,10,Snow,Air,61,Medium
SUPP_037,Machinery,9524606.77,0.73,8.69,5,Snow,Air,35,Low
SUPP_032,Textiles,3000771.13,10.74,23.01,39,Rain,Air,66,High
SUPP_032,Packaging,5162851.92,7.68,11.71,42,Rain,Air,58,Medium
SUPP_021,Machinery,1632298.79,2.78,3.85,7,Clear,Sea,0,Low
SUPP_001,Machinery,1264203.42,1.96,25.66,58,Rain,Air,56,Medium
SUPP_025,Textiles,357036.15,0.87,5.12,7,Snow,Rail,25,Low
SUPP_044,Machinery,6668204.63,2.44,4.45,50,Snow,Rail,46,Medium
SUPP_032,Raw Materials,6727000.07,6.59,16.93,18,Clear,Road,17,Low
SUPP_049,Raw Materials,4850879.18,7.65,12.23,5,Storm,Road,62,Medium
SUPP_018,Raw Materials,209815.56,11.75,4.61,15,Storm,Air,45,Medium
SUPP_050,Machinery,9704058.24,6.62,7.81,30,Snow,Road,53,Medium
SUPP_037,Electronics,7076622.17,8.06,16.68,54,Storm,Sea,65,Medium
SUPP_035,Electronics,3122902.52,7.29,4.44,49,Snow,Air,47,Medium
SUPP_028,Electronics,9527047.81,3.48,26.5,26,Rain,Sea,54,Medium
SUPP_003,Machinery,6787666.5,9.41,10.18,23,Storm,Sea,68,High
SUPP_006,Machinery,5040078.84,1.16,10.07,56,Clear,Air,17,Low
SUPP_014,Textiles,8514268.59,14.73,19.21,53,Storm,Rail,85,High
SUPP_011,Textiles,1670009.74,2.89,1.57,54,Rain,Air,25,Low
SUPP_014,Electronics,1954705.42,6.23,28.11,6,Storm,Sea,89,High
SUPP_039,Textiles,8785945.74,9.12,8.17,34,Rain,Sea,37,Medium
SUPP_046,Packaging,4356030.45,10.31,10.64,3,Storm,Sea,79,High
SUPP_033,Electronics,3845338.36,14.73,23.76,8,Rain,Rail,64,Medium
SUPP_004,Packaging,1206100.02,11.74,23.77,30,Rain,Air,73,High
SUPP_016,Raw Materials,9904099.73,4.95,28.3,42,Storm,Air,84,High
SUPP_049,Machinery,164232.56,6.81,29.34,3,Snow,Air,60,Medium
SUPP_037,Packaging,5500457.71,14.69,17.11,19,Snow,Rail,74,High
SUPP_029,Electronics,4256149.94,5.26,12.53,4,Clear,Rail,19,Low
SUPP_033,Packaging,5192059.89,11.13,19.29,25,Storm,Rail,64,Medium
SUPP_032,Packaging,6913299.55,2.24,18.27,28,Clear,Road,19,Low
SUPP_047,Machinery,9516661.05,4.53,3.67,45,Storm,Road,58,Medium
SUPP_035,Machinery,6255305.34,9.76,8.75,35,Rain,Rail,31,Low
SUPP_014,Machinery,9651902.93,3.84,20.6,34,Storm,Sea,70,High
SUPP_019,Packaging,5856391.82,7.93,8.24,3,Rain,Rail,13,Low
SUPP_022,Electronics,9470000.6,1.68,5.49,16,Clear,Road,16,Low
SUPP_041,Machinery,9393618.1,0.2,23.4,37,Clear,Road,21,Low
SUPP_011,Machinery,3766870.27,0.85,19.2,46,Snow,Road,53,Medium
SUPP_028,Raw Materials,9365858.04,8.18,28.25,11,Rain,Sea,48,Medium
SUPP_011,Packaging,7270972.81,9.3,22.44,7,Clear,Sea,50,Medium
SUPP_017,Electronics,6666695.44,7.52,22.54,51,Storm,Air,72,High
SUPP_004,Machinery,8906067.4,1.36,24.41,48,Storm,Air,74,High
SUPP_028,Electronics,8181660.5,7.74,13.71,20,Clear,Road,38,Medium
SUPP_014,Machinery,2330260.91,8.25,20.45,51,Clear,Air,59,Medium
SUPP_038,Raw Materials,2080045.42,9.84,24.73,48,Snow,Road,94,High
SUPP_001,Packaging,186768.26,3.8,7.22,6,Clear,Rail,0,Low
SUPP_045,Raw Materials,2513219.71,1.03,14.31,4,Snow,Road,35,Low
SUPP_015,Machinery,6745073.1,1.31,28.59,11,Clear,Road,37,Medium
SUPP_007,Packaging,8060648.67,12.36,28.05,14,Storm,Sea,100,High
SUPP_009,Machinery,2042806.08,9.29,22.54,57,Rain,Air,63,Medium
SUPP_005,Textiles,2950382.62,11.58,13.4,7,Clear,Air,35,Low
SUPP_029,Packaging,5406402.84,4.11,11.69,55,Rain,Air,29,Low
SUPP_027,Textiles,6681307.32,11.83,14.18,59,Snow,Air,80,High
SUPP_006,Electronics,6397644.91,12.52,15.48,51,Rain,Road,65,Medium
SUPP_038,Machinery,9365992.18,1.05,24.92,23,Storm,Rail,55,Medium
SUPP_021,Raw Materials,6008511.73,3.1,18.12,8,Rain,Sea,30,Low
SUPP_042,Electronics,4936402.51,13.91,4.06,56,Rain,Sea,52,Medium
SUPP_050,Electronics,4126226.98,9.86,8.55,39,Storm,Air,50,Medium
SUPP_034,Textiles,1646603.01,1.15,6.38,22,Rain,Rail,17,Low
SUPP_019,Electronics,8822821.59,12.23,20.87,36,Rain,Rail,53,Medium
SUPP_025,Electronics,2927415.09,4.72,8.25,57,Rain,Rail,24,Low
SUPP_041,Textiles,5378760.46,5.42,11.26,53,Clear,Road,53,Medium
SUPP_024,Packaging,7903463.84,4.69,27.5,33,Rain,Rail,29,Low
SUPP_037,Machinery,3301088.29,5.38,15.66,40,Storm,Air,55,Medium
SUPP_049,Machinery,8769378.36,1.63,12.39,52,Clear,Road,32,Low
SUPP_038,Electronics,5056168.1,2.99,25.91,43,Clear,Sea,62,Medium
SUPP_014,Electronics,8387188.33,12.9,22.7,58,Clear,Rail,76,High
SUPP_033,Packaging,2994631.74,6.94,12.92,33,Snow,Rail,53,Medium
SUPP_045,Machinery,3878795.99,7.39,13.46,56,Clear,Air,32,Low
SUPP_018,Electronics,8636575.37,8.03,23.89,31,Storm,Road,81,High
SUPP_033,Raw Materials,5436627.62,5.24,13.01,33,Rain,Sea,39,Medium
SUPP_026,Textiles,8822541.7,1.91,19.4,52,Clear,Sea,28,Low
SUPP_045,Machinery,1228229.64,3.26,10.02,40,Rain,Road,37,Medium
SUPP_016,Electronics,2475108.35,4.09,10.73,29,Snow,Road,58,Medium
SUPP_030,Textiles,6182189.83,8.4,13.06,34,Clear,Sea,38,Medium
SUPP_043,Raw Materials,6805836.01,6.24,22.85,30,Clear,Road,47,Medium
SUPP_046,Raw Materials,3309144.04,8.25,17.69,30,Clear,Air,25,Low
SUPP_032,Packaging,9453886.18,10.48,15.38,30,Storm,Air,61,Medium
SUPP_024,Raw Materials,1471277.55,10.41,6.98,6,Storm,Road,66,High
SUPP_050,Electronics,6805032.36,11.62,28.59,2,Storm,Rail,86,High
SUPP_018,Textiles,6132799.19,12.87,20.52,4,Clear,Sea,64,Medium
SUPP_046,Textiles,8861916.65,3.41,21.72,17,Clear,Rail,39,Medium
SUPP_030,Textiles,7326599.37,10.49,22.83,30,Storm,Road,99,High
SUPP_032,Textiles,8747998.29,3.13,4.69,55,Rain,Sea,33,Low
SUPP_011,Packaging,5339195.1,7.71,24.8,42,Clear,Road,57,Medium
SUPP_015,Textiles,4869227.04,0.3,12.88,58,Clear,Road,27,Low
SUPP_001,Raw Materials,204307.89,4.29,7.03,9,Clear,Rail,11,Low
SUPP_024,Machinery,4818637.89,2.81,22.55,16,Rain,Air,44,Medium
SUPP_003,Textiles,6500764.17,1.2,11.89,46,Snow,Air,66,High
SUPP_021,Raw Materials,4363048.72,14.96,17.21,30,Snow,Sea,67,High
SUPP_018,Electronics,2240107.69,5.32,11.8,56,Storm,Road,63,Medium
SUPP_033,Electronics,4669173.27,10.87,20.05,44,Rain,Air,75,High
SUPP_034,Electronics,8322108.68,12.65,11.82,32,Snow,Road,61,Medium
SUPP_030,Packaging,7739455.25,8.27,2.93,9,Storm,Sea,48,Medium
SUPP_006,Textiles,5857950.2,11.75,22.8,40,Snow,Road,94,High
SUPP_024,Raw Materials,1446228.96,10.1,18.99,30,Storm,Sea,71,High
SUPP_048,Textiles,6641715.27,5.27,12.33,59,Rain,Rail,51,Medium
SUPP_024,Textiles,2619398.65,9.12,13.56,27,Snow,Air,43,Medium
SUPP_047,Textiles,8533220.3,8.17,22.99,13,Rain,Air,44,Medium
SUPP_001,Machinery,4178963.59,10.72,12.2,41,Clear,Air,64,Medium
SUPP_035,Packaging,2452931.25,3.3,13.32,13,Clear,Sea,19,Low
SUPP_001,Machinery,5095243.49,2.9,3.23,3,Storm,Road,42,Medium
SUPP_014,Textiles,3858847.71,12.35,20.13,33,Rain,Rail,66,High
SUPP_032,Electronics,2755863.09,10.42,8.66,39,Rain,Sea,37,Medium
SUPP_006,Electronics,6381924.1,4.94,8.82,29,Rain,Rail,20,Low
SUPP_045,Packaging,6961677.54,3.36,18.26,23,Snow,Road,44,Medium
SUPP_038,Electronics,6636591.0,12.24,23.56,24,Rain,Rail,72,High
SUPP_005,Textiles,1917837.94,1.42,21.27,13,Clear,Rail,15,Low
SUPP_043,Raw Materials,4351844.95,0.56,8.53,7,Rain,Sea,30,Low
SUPP_017,Packaging,8890217.89,12.38,19.27,47,Snow,Sea,97,High
SUPP_021,Machinery,7848535.27,6.49,6.83,57,Storm,Air,52,Medium
SUPP_005,Raw Materials,7375477.38,6.6,20.34,19,Rain,Road,41,Medium
SUPP_010,Electronics,7492647.13,12.21,21.5,39,Rain,Rail,65,Medium
SUPP_030,Packaging,8275187.97,13.56,28.07,28,Snow,Road,84,High
SUPP_035,Packaging,106899.88,7.04,17.56,17,Rain,Rail,32,Low
SUPP_020,Machinery,1344302.66,0.43,11.45,52,Storm,Road,71,High
SUPP_006,Raw Materials,5683497.88,4.76,19.98,36,Storm,Road,56,Medium
SUPP_014,Packaging,193095.39,11.49,19.09,33,Rain,Road,43,Medium
SUPP_046,Raw Materials,437433.27,12.57,18.97,36,Storm,Rail,57,Medium
SUPP_033,Electronics,6264909.78,12.98,18.02,26,Storm,Sea,68,High
SUPP_012,Electronics,9907257.61,11.38,13.83,11,Snow,Rail,65,Medium
SUPP_036,Textiles,5809459.67,8.59,26.18,12,Rain,Road,53,Medium
SUPP_030,Electronics,3746285.14,9.32,19.36,6,Rain,Road,43,Medium
SUPP_001,Electronics,4458440.66,7.46,25.97,43,Rain,Air,69,High
SUPP_013,Machinery,9402321.33,7.61,28.53,19,Storm,Road,82,High
SUPP_038,Textiles,8643232.14,1.74,27.83,45,Storm,Road,69,High
SUPP_002,Electronics,591187.95,9.7,29.25,55,Rain,Rail,59,Medium
SUPP_009,Electronics,5569142.71,11.24,24.5,2,Storm,Road,89,High
SUPP_003,Machinery,2081457.26,0.73,17.81,18,Clear,Air,13,Low
SUPP_037,Machinery,1738797.86,0.39,23.59,56,Snow,Rail,70,High
SUPP_002,Machinery,4563111.05,6.88,20.89,39,Snow,Air,57,Medium
SUPP_023,Raw Materials,6408369.98,14.31,26.57,3,Rain,Sea,64,Medium
SUPP_018,Machinery,8346229.91,9.67,3.28,12,Rain,Road,22,Low
SUPP_040,Textiles,994338.99,8.95,21.38,30,Rain,Sea,52,Medium
SUPP_032,Machinery,2346406.81,13.74,18.87,56,Snow,Road,90,High
SUPP_006,Packaging,6922263.72,8.99,15.55,48,Snow,Air,78,High
SUPP_027,Raw Materials,2006703.17,11.09,9.31,10,Rain,Road,32,Low
SUPP_025,Packaging,2045502.13,3.32,21.05,32,Snow,Rail,67,High
SUPP_023,Textiles,6208966.07,14.12,23.5,47,Storm,Rail,100,High
SUPP_018,Raw Materials,3507695.47,6.59,12.48,18,Clear,Sea,29,Low
SUPP_039,Raw Materials,9382754.05,1.37,12.18,51,Clear,Sea,31,Low
SUPP_004,Machinery,2147391.36,3.52,14.6,39,Storm,Air,53,Medium
SUPP_011,Electronics,1054732.16,2.6,5.27,4,Rain,Air,4,Low
SUPP_018,Textiles,7604960.44,14.52,13.75,57,Clear,Air,62,Medium
SUPP_037,Machinery,7993017.31,4.96,9.68,31,Storm,Air,43,Medium
SUPP_012,Raw Materials,1340305.83,3.92,11.3,14,Storm,Sea,43,Medium
SUPP_038,Electronics,2144544.05,12.15,5.26,39,Storm,Air,68,High
SUPP_037,Raw Materials,1591506.85,1.33,15.05,56,Snow,Sea,65,Medium
SUPP_012,Machinery,5655913.23,12.08,4.98,39,Clear,Road,29,Low
SUPP_004,Raw Materials,5079812.17,2.25,19.1,49,Rain,Road,52,Medium
SUPP_034,Machinery,868609.63,6.95,9.89,58,Clear,Sea,47,Medium
SUPP_040,Raw Materials,616938.33,6.34,14.29,14,Rain,Sea,54,Medium
SUPP_046,Raw Materials,5764161.37,10.04,23.53,16,Storm,Road,84,High
SUPP_002,Raw Materials,3173061.19,8.12,25.36,18,Rain,Road,48,Medium
SUPP_034,Packaging,9407171.11,0.34,16.16,14,Clear,Sea,25,Low
SUPP_046,Machinery,6577747.47,8.44,20.92,8,Clear,Sea,59,Medium
SUPP_020,Packaging,8604957.01,6.16,10.52,5,Rain,Air,44,Medium
SUPP_047,Machinery,5162814.81,13.56,26.81,50,Snow,Sea,99,High
SUPP_012,Textiles,5125976.39,11.07,15.87,15,Storm,Air,76,High
SUPP_043,Textiles,2336775.92,8.33,11.79,33,Rain,Rail,25,Low
SUPP_020,Packaging,1359953.21,12.84,5.79,4,Rain,Air,27,Low
SUPP_047,Electronics,1869235.91,12.4,9.29,39,Snow,Road,57,Medium
SUPP_012,Textiles,5609721.15,5.63,23.78,33,Storm,Air,57,Medium
SUPP_041,Textiles,9392004.85,13.42,10.79,32,Clear,Rail,29,Low
SUPP_010,Packaging,1792475.24,10.12,7.39,22,Clear,Air,34,Low
SUPP_023,Packaging,2534206.08,4.02,1.02,43,Rain,Road,37,Medium
SUPP_046,Packaging,582468.91,5.71,7.73,37,Snow,Road,35,Low
SUPP_017,Raw Materials,5565657.87,3.07,9.52,9,Rain,Road,22,Low
SUPP_023,Packaging,9487604.29,14.18,18.69,27,Clear,Road,44,Medium
SUPP_004,Machinery,9088923.79,7.07,14.52,26,Snow,Rail,55,Medium
SUPP_011,Machinery,6171773.85,11.43,15.87,31,Snow,Rail,61,Medium
SUPP_023,Textiles,9354962.26,5.7,21.54,19,Snow,Road,72,High
SUPP_031,Textiles,6760276.54,11.47,2.32,18,Rain,Air,32,Low
SUPP_029,Electronics,2306074.78,10.08,14.58,45,Clear,Sea,70,High
SUPP_002,Packaging,549917.95,0.62,16.98,53,Storm,Road,58,Medium
SUPP_005,Packaging,8399844.93,2.49,1.72,35,Rain,Rail,15,Low
SUPP_011,Electronics,2412911.64,0.84,22.01,15,Clear,Sea,49,Medium
SUPP_039,Textiles,6102779.03,4.29,6.03,2,Snow,Road,35,Low
SUPP_028,Raw Materials,8024385.47,5.94,22.77,44,Snow,Air,86,High
SUPP_004,Electronics,2147275.42,8.39,25.84,41,Storm,Air,92,High
SUPP_013,Machinery,9277184.05,5.55,10.22,46,Storm,Sea,83,High
SUPP_020,Raw Materials,5271119.59,11.65,7.8,12,Clear,Road,43,Medium
SUPP_026,Textiles,349533.53,14.43,20.37,20,Snow,Air,76,High
SUPP_004,Packaging,2691689.25,9.21,20.68,39,Clear,Rail,26,Low
SUPP_006,Packaging,6215178.47,9.03,15.68,23,Snow,Air,56,Medium
SUPP_007,Electronics,2852079.62,14.45,1.3,33,Rain,Air,41,Medium
SUPP_041,Packaging,7077149.32,9.38,29.71,59,Clear,Rail,42,Medium
SUPP_008,Packaging,1465439.64,4.77,25.64,43,Snow,Rail,77,High
SUPP_032,Packaging,9917375.93,8.16,29.56,25,Clear,Rail,40,Medium
SUPP_012,Packaging,4555496.46,3.06,5.78,48,Snow,Sea,60,Medium
SUPP_012,Machinery,7115819.77,4.17,10.9,46,Clear,Sea,49,Medium
SUPP_029,Machinery,9136665.17,2.92,1.15,55,Storm,Air,44,Medium
SUPP_018,Textiles,9052425.1,9.75,8.92,20,Clear,Air,2,Low
SUPP_049,Electronics,2977954.03,1.81,28.3,50,Clear,Sea,54,Medium
SUPP_035,Machinery,4650792.21,12.99,8.23,48,Rain,Road,46,Medium
SUPP_025,Textiles,8568518.37,5.42,22.97,5,Snow,Rail,77,High
SUPP_037,Raw Materials,3023628.5,1.7,13.76,3,Snow,Sea,42,Medium
SUPP_006,Machinery,3453970.83,6.51,25.1,23,Clear,Air,45,Medium
SUPP_008,Machinery,7362512.18,8.02,9.35,16,Rain,Air,23,Low
SUPP_014,Raw Materials,5981015.45,6.56,5.77,58,Rain,Road,34,Low
SUPP_028,Electronics,3583559.9,0.77,7.32,24,Snow,Air,23,Low
SUPP_041,Raw Materials,5835100.2,1.68,26.32,41,Storm,Sea,92,High
SUPP_047,Electronics,7011914.6,6.22,17.26,53,Clear,Rail,41,Medium
SUPP_036,Machinery,873203.69,3.88,23.62,59,Storm,Sea,82,High
SUPP_034,Machinery,802827.98,5.49,3.67,39,Clear,Rail,4,Low
SUPP_008,Machinery,718980.09,8.96,22.43,52,Rain,Air,60,Medium
SUPP_037,Textiles,5346304.17,1.64,6.0,9,Clear,Road,16,Low
SUPP_037,Electronics,4264301.76,11.92,1.92,59,Storm,Sea,90,High
SUPP_027,Packaging,2438703.87,2.25,4.36,26,Snow,Rail,31,Low
SUPP_037,Textiles,5259685.53,3.35,29.69,2,Snow,Road,50,Medium
SUPP_012,Packaging,1421958.43,10.36,27.03,16,Snow,Air,86,High
SUPP_040,Textiles,810576.62,13.45,24.02,48,Snow,Road,100,High
SUPP_026,Packaging,3315385.85,3.21,3.46,18,Rain,Road,20,Low
SUPP_048,Machinery,4847214.38,12.63,7.42,48,Storm,Sea,77,High
SUPP_002,Packaging,8093637.1,12.37,12.15,50,Storm,Sea,100,High
SUPP_018,Machinery,2082255.25,0.35,20.7,59,Clear,Air,46,Medium
SUPP_009,Packaging,4236573.96,9.07,28.18,27,Snow,Sea,84,High
SUPP_018,Machinery,2535233.02,9.85,18.96,5,Clear,Air,26,Low
SUPP_029,Raw Materials,9284613.26,12.69,7.5,45,Snow,Rail,82,High
SUPP_049,Textiles,5147388.45,11.63,2.28,36,Storm,Road,66,High
SUPP_033,Raw Materials,6499947.18,3.55,20.76,59,Clear,Sea,55,Medium
SUPP_046,Textiles,515519.16,4.86,13.71,8,Snow,Air,40,Medium
SUPP_050,Textiles,9624501.39,6.72,22.75,7,Clear,Air,38,Medium
SUPP_013,Raw Materials,2817090.17,3.33,9.35,41,Clear,Air,20,Low
SUPP_003,Machinery,8281656.39,0.72,13.16,29,Clear,Sea,22,Low
SUPP_046,Raw Materials,7115641.93,1.53,10.21,16,Storm,Sea,50,Medium
SUPP_030,Textiles,2660312.52,4.76,25.26,8,Snow,Road,73,High
SUPP_044,Electronics,4672901.03,5.76,10.18,17,Rain,Sea,32,Low
SUPP_032,Textiles,959172.34,4.79,2.25,54,Snow,Air,41,Medium
SUPP_031,Textiles,7328389.82,12.38,5.25,6,Storm,Sea,60,Medium
SUPP_011,Packaging,9434589.49,3.63,4.12,30,Clear,Sea,22,Low
SUPP_002,Machinery,5029749.29,6.56,8.24,59,Clear,Air,23,Low
SUPP_037,Raw Materials,3119259.4,8.64,10.43,4,Rain,Air,29,Low
SUPP_044,Raw Materials,113471.48,14.68,29.01,5,Storm,Rail,86,High
SUPP_033,Electronics,7297290.0,5.25,20.46,7,Clear,Rail,27,Low
SUPP_009,Raw Materials,9470224.63,6.06,23.72,12,Clear,Air,37,Medium
SUPP_017,Textiles,9903806.42,0.48,18.5,24,Storm,Sea,53,Medium
SUPP_028,Machinery,6896053.29,1.89,28.22,24,Storm,Rail,54,Medium
SUPP_017,Raw Materials,6246396.36,3.42,9.91,24,Snow,Sea,54,Medium
SUPP_044,Textiles,1644244.73,2.65,13.13,26,Snow,Road,44,Medium
SUPP_001,Textiles,8984748.24,1.35,12.4,56,Storm,Sea,63,Medium
SUPP_020,Electronics,571293.39,2.48,10.73,11,Snow,Road,37,Medium
SUPP_022,Packaging,2388193.06,12.47,28.5,8,Storm,Sea,100,High
SUPP_017,Packaging,2681932.25,4.27,9.05,58,Rain,Air,24,Low
SUPP_034,Raw Materials,9272817.65,3.28,13.18,52,Clear,Rail,32,Low
SUPP_043,Packaging,8586653.15,10.99,28.46,58,Rain,Road,81,High
SUPP_042,Machinery,3171379.79,3.79,21.23,14,Storm,Sea,58,Medium
SUPP_027,Machinery,9739314.11,8.21,8.98,28,Snow,Road,49,Medium
SUPP_038,Textiles,2751345.43,13.57,11.87,47,Rain,Sea,67,High
SUPP_047,Raw Materials,977301.39,6.22,5.74,18,Snow,Sea,63,Medium
SUPP_033,Packaging,2630914.59,1.41,3.61,37,Rain,Air,21,Low
SUPP_019,Electronics,3407670.08,13.07,3.42,17,Snow,Air,58,Medium
SUPP_048,Packaging,7537059.96,0.86,15.28,38,Rain,Sea,22,Low
SUPP_042,Electronics,4869692.3,10.44,17.03,14,Rain,Sea,54,Medium
SUPP_015,Packaging,2125454.26,4.52,27.41,30,Snow,Sea,74,High
SUPP_024,Packaging,7352358.5,5.26,12.82,33,Storm,Rail,55,Medium
SUPP_008,Machinery,1754384.83,12.43,17.96,20,Clear,Road,52,Medium
SUPP_031,Raw Materials,8038369.53,3.77,29.3,37,Clear,Rail,36,Medium
SUPP_034,Packaging,3406243.99,4.75,4.54,52,Snow,Road,58,Medium
SUPP_010,Raw Materials,6498645.09,13.14,23.93,21,Rain,Sea,68,High
SUPP_027,Textiles,5478542.11,1.67,2.31,24,Snow,Air,30,Low
SUPP_021,Raw Materials,3636721.33,10.1,8.85,35,Clear,Rail,27,Low
SUPP_022,Raw Materials,9926188.87,2.43,29.66,20,Storm,Road,59,Medium
SUPP_001,Machinery,7948490.13,9.93,17.76,32,Storm,Air,58,Medium
SUPP_049,Raw Materials,9852486.82,11.54,13.6,11,Rain,Rail,36,Medium
SUPP_049,Electronics,6206782.17,10.01,15.52,17,Rain,Rail,48,Medium
SUPP_041,Machinery,284148.32,6.5,9.09,12,Snow,Rail,52,Medium
SUPP_031,Machinery,1040487.8,9.09,16.18,13,Clear,Road,31,Low
SUPP_035,Raw Materials,8904638.09,14.88,9.53,29,Storm,Road,70,High
SUPP_021,Textiles,7665365.47,3.87,26.1,45,Rain,Road,63,Medium
SUPP_044,Electronics,1303254.2,14.69,20.54,46,Rain,Air,67,High
SUPP_045,Packaging,3277077.3,10.18,18.23,3,Storm,Air,71,High
SUPP_007,Machinery,6841197.97,8.67,13.44,39,Storm,Air,64,Medium
SUPP_005,Electronics,232942.11,7.01,28.35,34,Storm,Sea,77,High
SUPP_030,Textiles,6628349.75,9.82,8.28,55,Storm,Rail,60,Medium
SUPP_044,Raw Materials,2162723.04,1.92,21.34,28,Storm,Rail,53,Medium
SUPP_023,Raw Materials,9969246.72,2.83,18.23,13,Rain,Rail,17,Low
SUPP_002,Raw Materials,1307544.9,0.51,19.06,58,Rain,Air,26,Low
SUPP_014,Electronics,8428055.83,7.29,23.55,52,Rain,Road,58,Medium
SUPP_024,Electronics,1787739.5,4.51,20.25,15,Snow,Sea,56,Medium
SUPP_050,Textiles,551646.9,13.37,17.73,40,Clear,Road,53,Medium
SUPP_043,Electronics,3659398.32,8.25,25.35,25,Clear,Road,43,Medium
SUPP_045,Electronics,8012053.16,12.96,5.37,7,Snow,Rail,48,Medium
SUPP_025,Electronics,9914963.0,10.93,23.76,37,Storm,Rail,93,High
SUPP_045,Raw Materials,7932302.39,10.18,20.71,19,Rain,Road,60,Medium
SUPP_020,Machinery,2993449.77,0.12,8.89,6,Clear,Sea,3,Low
SUPP_040,Textiles,3291943.43,2.0,13.83,15,Rain,Rail,15,Low
SUPP_007,Textiles,6862030.63,13.55,25.28,8,Clear,Sea,63,Medium
SUPP_008,Electronics,1389033.86,1.51,25.11,48,Snow,Air,71,High
SUPP_039,Raw Materials,6515391.07,1.64,12.66,41,Storm,Air,58,Medium
SUPP_023,Machinery,1226275.29,0.1,21.65,18,Storm,Air,63,Medium
SUPP_003,Textiles,1524763.75,1.47,24.64,14,Snow,Air,64,Medium
SUPP_045,Machinery,5679162.26,7.77,3.47,26,Storm,Air,51,Medium
SUPP_001,Electronics,6679365.22,14.83,7.55,9,Clear,Road,42,Medium
SUPP_037,Machinery,4826471.4,2.16,3.35,40,Rain,Road,19,Low
SUPP_050,Textiles,9769104.01,6.13,3.54,17,Clear,Road,7,Low
SUPP_017,Raw Materials,8918616.15,7.01,10.28,54,Snow,Sea,79,High
SUPP_017,Machinery,3217125.74,7.39,25.93,9,Clear,Road,45,Medium
SUPP_012,Electronics,1375438.75,9.52,4.72,28,Storm,Sea,51,Medium
SUPP_044,Packaging,6949550.17,10.54,22.85,5,Snow,Road,93,High
SUPP_007,Electronics,5024591.97,10.98,18.96,14,Clear,Air,37,Medium
SUPP_043,Raw Materials,305611.97,4.34,13.85,54,Storm,Sea,67,High
SUPP_029,Textiles,8507095.34,3.02,4.64,43,Storm,Road,55,Medium
SUPP_024,Packaging,2858511.58,4.54,9.06,10,Rain,Road,24,Low
SUPP_026,Machinery,6536413.61,12.5,29.29,16,Snow,Sea,100,High
SUPP_025,Machinery,2375720.88,9.6,24.78,39,Snow,Air,56,Medium
SUPP_008,Raw Materials,5006392.94,10.37,8.32,39,Clear,Air,31,Low
SUPP_007,Machinery,6155697.13,13.48,24.49,53,Snow,Rail,100,High
SUPP_012,Textiles,8941670.77,1.21,27.32,5,Snow,Sea,79,High
SUPP_040,Electronics,7019296.4,11.58,10.78,52,Rain,Rail,70,High
SUPP_032,Electronics,5320653.96,11.01,27.8,14,Snow,Rail,94,High
SUPP_003,Electronics,8340383.35,4.61,29.03,5,Storm,Sea,65,Medium
SUPP_001,Textiles,9309892.64,10.17,9.91,29,Rain,Sea,56,Medium
SUPP_034,Textiles,5527194.18,11.87,10.22,44,Clear,Rail,54,Medium
SUPP_043,Raw Materials,3488968.69,12.25,14.54,34,Snow,Sea,68,High
